train_error,val_error
2.2189514308154576,1.768883580660082
1.746722658192864,1.787712463824341
1.736387559458723,1.7419624343190683
1.726945588986189,1.7358222871374382
1.7247017682087655,1.7365837745906478
1.7193758613328352,1.727038655774734
1.7156377574807047,1.724418200872976
1.7149233156682357,1.7217278119237691
1.710066359577888,1.7194230231091856
1.7083671305279537,1.7196770067601088
1.7064553140067442,1.7169544862153714
1.7019354590603302,1.7177467907913226
1.7052300693407603,1.7146829662496736
1.7000449152990236,1.7282799760695182
1.7032669426817981,1.7163658206822339
1.6980138005819785,1.707687175901348
1.6961682076096742,1.7235265622121039
1.6961865649214918,1.7054882130914726
1.6955218912654182,1.7113062364842913
1.6952642544686056,1.7441656355809467
1.6935961277712777,1.7045516467381072
1.6902616817324099,1.700453448387263
1.6910015080516438,1.7254719711257962
1.6893816554094139,1.701632323404317
1.6886114225743465,1.6997051488313164
1.6863656252156547,1.6997144076165287
1.6876155684813072,1.7040549290567855
1.6868680073830415,1.7093424644638247
1.6842186546256321,1.6966608640632301
1.6837136883124613,1.6917261828364294
1.6806460867506625,1.724324756885344
1.6838498621523177,1.6918979443215103
1.6814503592375785,1.690294695291829
1.6800927923197198,1.6872072678415933
1.681381054791,1.7545613716830855
1.6785968362530952,1.6918979159091623
1.6735889560944621,1.683191181580156
1.6747071699861245,1.7296518095235551
1.6705907238647588,1.6790100652684523
1.6670798536074345,1.6870616525280273
1.6638983263286318,1.670191907277248
1.6586647096337142,1.6689123069905372
1.6520583706431784,1.6789190877032885
1.6414595399004812,1.686914891957041
1.6341538963360924,1.6894573732299025
1.6204214209153005,1.6617874813798221
1.6061601889758272,1.6201777733400424
1.595319449190916,1.660244988079298
1.5849860115696592,1.6124156518648065
1.5785381359272823,1.6083787374748506
1.5735927897599216,1.5893195535511442
1.5682446412172097,1.5958907409321936
1.5585908013034633,1.5959713357614729
1.5562232939016143,1.6644504833677203
1.5512612557226528,1.575717401150025
1.548678498092293,1.5822530143708549
1.5416019404995875,1.5734770668501852
1.5323886155603634,1.5670379812292816
1.5303903430680263,1.5801395827981268
1.5251333830308813,1.5611249852390183
1.520229283162568,1.5708988648007143
1.5142644719307214,1.5585140634496786
1.5072676056177352,1.55231290786058
1.5031699626813795,1.5547258020929084
1.4991666251244729,1.553962879931168
