train_error,val_error
2.062829604397137,1.7562377044587263
1.7406082944093306,1.7405948264752529
1.7283500690638713,1.7367463207674392
1.7220882206083108,1.728412824372153
1.717654294788177,1.7308077269130542
1.7131162900495216,1.7334145676635158
1.7112169045668773,1.7178281814254297
1.7048063967278337,1.7216282348806085
1.703609417177262,1.7156536059623735
1.7018133964628688,1.7178217994804896
1.6986978491121594,1.708868119040172
1.6976885190903708,1.7535087436638674
1.6952222810889392,1.7132021523556515
1.694817038731226,1.7279964704648054
1.6925523624430174,1.7059671620480503
1.690850920379322,1.6992787313357829
1.6906610307667798,1.7030746568890793
1.6888548705826008,1.752925257320492
1.6856447841689668,1.714713937409702
1.6851971707283249,1.7050289641779643
1.6828556214211736,1.6972921108326406
1.6793500459871156,1.7024793092390014
1.679371870840723,1.6908316871241573
1.6776578561923492,1.6886872303678544
1.6762202148455212,1.6835971788826418
1.6707309083996615,1.7073118480553935
1.6657905623202351,1.6742776557078196
1.6601153771620833,1.6654197058696365
1.649880603784747,1.6555824292343864
1.633454846092,1.6382256757330995
1.6130543634425036,1.6176860167237357
1.5983652564245692,1.6123865571583391
1.5822239789052397,1.6399912463221535
1.5758341253947694,1.594418288996124
1.5688099183340256,1.5812496331046073
1.5596325089578862,1.5819348359086356
1.555552828030054,1.57709740236086
1.5479543300163179,1.572189678239257
1.540772652809644,1.571125121011626
1.5361544692334714,1.5728769919354113
1.5306710105247283,1.582309324267364
1.5254161500336851,1.591221740851735
1.5194966262914258,1.5707342098247752
1.5127679908194867,1.551964781932181
1.5045201984182963,1.590491582020253
1.501779347601032,1.5540541422935794
1.4932049617911778,1.5604736624698399
1.483224846279712,1.5529906171831611
1.4777553949532607,1.5423848934809155
1.4671576644342148,1.5479334260103208
1.460851633904933,1.5314764154593032
1.4509102524382,1.538296976111843
1.4378959737811134,1.5461789268339619
1.4307268852347321,1.5224488890309749
1.4146655519201583,1.54774584215357
1.4013707082461717,1.5323167352989084
1.3880019520299298,1.526681151693762
1.369823208223486,1.535788460656612
1.3525307179892112,1.5392386750720592
1.3361052723015507,1.5861165682079865
