train_error,val_error
1.9933675574440894,1.7539981943531913
1.7414861451149568,1.7963955246831382
1.7285917531192974,1.7367525748739725
1.7238724944841395,1.7272906330738842
1.7206515131400217,1.737597690422254
1.7152691507818205,1.720692278741381
1.7126919070840372,1.7354820145589325
1.710984422568503,1.7140007875950694
1.707700524176246,1.7119437283495442
1.7064427965981648,1.7448422800006602
1.7058368364091914,1.7118231346548154
1.7035239102656055,1.716904273584624
1.6985685661160703,1.70493170001244
1.6968931872231832,1.7038897592000215
1.6963890861184803,1.701303538436492
1.6946536565330972,1.7145365654195783
1.6906884407995881,1.7899577123530805
1.689847125427448,1.7106922822188946
1.6879853505849596,1.6939596291733554
1.6893989925771666,1.6930826075193104
1.6812356565702917,1.693283048297871
1.6780091174634748,1.7089652227470236
1.6729368101855424,1.6903409469515627
1.6665485454123845,1.7006332463019505
1.6611633213392325,1.6654458229514917
1.648030050621941,1.6492004071980337
1.6286592629332628,1.6780332098007484
1.613337818996866,1.6776211995474215
1.5974182636349281,1.601169832976927
1.5883806078628715,1.6306463153466202
