train_error,val_error
2.059601720592494,1.755712577648878
1.7393278407572275,1.7412446073495864
1.729626702792603,1.7634774374687237
1.7181847525219822,1.7344274613653963
1.7151195694377357,1.7270834102503618
1.7106956072934094,1.7205203293106281
1.7072080536620713,1.7577839419058785
1.7064894554444492,1.715763011881407
1.7019777390157524,1.71257074469142
1.7009725333206114,1.748553841587798
1.6992399855786229,1.7336202521301636
1.6956303474560561,1.7057344630004565
1.6904861983784825,1.709202696205786
1.6913950930230572,1.7275044283621745
1.690048988182829,1.7006750816300962
1.6876613869022044,1.698678721534291
1.6858018270999273,1.710928496554831
1.6873853541346335,1.700437267270976
1.6840639847969174,1.6953243197645826
1.6824374639407544,1.6951376205095787
1.681211102325586,1.6922137332847906
1.6777385867064671,1.690725892120461
1.6768223440308745,1.686468266987316
1.67552638690278,1.6831258168221086
1.671524621640664,1.689536624352766
1.6699047133477731,1.6797351717045306
1.6652787922709904,1.6749262277608412
1.660228765063487,1.6721261933209508
1.6505258092815804,1.6581801583072961
1.639620989522338,1.6380291761386379
1.6199661495405044,1.631493535524077
1.604818947552871,1.6393174154467558
1.5906373406454213,1.620591237770069
1.5807518341652802,1.5977148066387252
1.5704684157365318,1.5960612078364937
1.5664634126340158,1.5928187423741766
1.5576568193996472,1.5869362299970702
1.5499437979359163,1.6187610960481589
1.5466361814879064,1.5846551566925149
1.5402633696626293,1.5763374944901936
1.5314085519741998,1.563856528314412
1.5267248423126594,1.5663318004351343
1.5197918892260476,1.557320495383234
1.513662889205816,1.5778356674974785
1.508030319798677,1.5598681289208443
1.5016301598723634,1.567726774458613
1.4931147642922824,1.5476756291441258
1.4891639354587187,1.5601007617279852
1.479068794342844,1.5546353137313371
1.4731888779819897,1.550940809021322
1.4638077303669295,1.57114669579734
1.454685579018762,1.536541969198868
1.4460918503522477,1.53877687020496
1.4310794834616707,1.5495008951432185
1.4263574232714624,1.5399795939866423
1.408661140611699,1.5287623012176692
1.3958585478919636,1.580798060236513
1.3815420311886086,1.553079324662886
1.3673018685096725,1.5922562110226979
1.3481159704753196,1.5429964356059018
1.3262750421599478,1.5386015217571658
1.3031210801497353,1.53853825818163
1.2743381221603503,1.537373961096874
1.250495457112557,1.5482924465930348
1.2242509768238334,1.56710175089663
