train_error,val_error
2.115691824382388,1.7660780816326487
1.7481292293360973,1.7457567999069066
1.7361947364687649,1.753000749258299
1.7287436663297553,1.7441646169665859
1.7228940266325012,1.7333830124646639
1.7216731003563885,1.7242638827019308
1.7170785911167759,1.7366791185449828
1.7102141145207799,1.742850161473244
1.7099450487857302,1.731971589793661
1.706433731199223,1.725732555370986
1.7075084909263893,1.722192173908791
1.701486955742302,1.713167940085491
1.7007446754242965,1.7104159200350635
1.7043622608797122,1.707302622929712
1.6962751470986075,1.7060760496011946
1.6968533713896865,1.7426171384352795
1.6934656405193775,1.7032030327742644
1.693691764148344,1.7011760330537378
1.6944410286980687,1.7031579563767965
1.6923344874204735,1.7063134093741104
1.6895946512891296,1.6998902495650372
1.6893931250052028,1.714536298806901
1.688133623649571,1.7058406544319853
1.6852738929732836,1.6966495049697243
1.6882032501896258,1.7024852043698617
1.6850944806337198,1.69374524337233
1.6797394544262603,1.7280731670357157
1.6796494756382012,1.6865083330094033
1.6790971703878175,1.6875856721020468
1.6757420077030685,1.6797971651613386
1.6706342277718695,1.674561270699087
1.6661803301669487,1.6877985949199885
1.6600935603165925,1.7629347644074984
1.65117162822086,1.6530172780949022
1.635948260660589,1.6372089468686526
1.6221688290541705,1.630879615922111
1.6073879694772204,1.6095634808389256
1.5977650393847165,1.6299778367408628
1.588226426456562,1.6078110232283853
1.5779409629093992,1.5934109351541028
1.5691011435151492,1.5890614078863954
1.5634560304811065,1.5747782454478176
1.560280317052318,1.5818555504541032
1.5510857020882856,1.5675084910640074
1.5474627381955606,1.5686236940125915
1.539719736764196,1.5712186193480684
1.5351284832121888,1.6111915714112717
1.5283953198958367,1.5599559951554838
1.5251045233390184,1.548239578279369
1.5169901005136714,1.5463166575370233
1.5123385666152143,1.545879094940453
1.5065465556450226,1.5352126757161333
1.4952235142513606,1.5310928626606588
1.4900559055849598,1.5491551247025195
1.4801465631652793,1.5271115754452884
1.4743456156789858,1.5339371983960262
1.4641051475920375,1.5334040862567928
1.4569359181666424,1.5231651888627578
1.4444145623980054,1.551136611302433
1.43344419181615,1.5196293293451044
1.4184424947349838,1.5208410362238696
1.4037507268237313,1.524496973046954
1.3859646332851117,1.5456077962358246
1.370011309675672,1.512784617538265
1.3491101175997784,1.5313683546148058
1.3301053979681814,1.5136306623997822
1.3003119668206964,1.5229602405508025
1.2767706768972136,1.5467505126479317
1.2515314010873149,1.5286252879050783
1.2196896042227585,1.540853402232248
1.185834131547296,1.5447825202894987
1.151007257567177,1.5619688290675229
1.1108912082500384,1.55930250441006
1.0756335084664097,1.5511351975328416
1.032318257586254,1.5795046079989734
0.9927608720985949,1.5883363034007956
0.9566491754016078,1.6097654192817967
0.9194330131465693,1.6292967951895616
0.8780874541995309,1.6242972358323102
0.8475794322898496,1.6052466081162469
