train_error,val_error
2.0625127785209347,1.7728753695799566
1.7403594756023437,1.7981027072671116
1.729499224539465,1.7424187378282843
1.7230823780448017,1.7374168659120133
1.7189671262804014,1.7234755685463914
1.7167702167600951,1.7203769931046216
1.7113617387950204,1.717136075971436
1.707415682510922,1.729676634928664
1.7047679388744943,1.7575096114245543
1.7032570818067971,1.709302593459518
1.6994435177501876,1.7071713256491095
1.7004734102986956,1.7246702672573264
1.699026620342071,1.7038648258700329
1.6955521625859842,1.7028717749332534
1.692955323621753,1.704125757534046
1.6936289817129648,1.7021969228804121
1.692910835919496,1.7009354310610914
1.6901492845599582,1.6973807415805575
1.6881145634202126,1.7083470840363923
1.6882812184529272,1.7056039524834241
1.686578491290575,1.7328557552051422
1.6834390219114763,1.6965147757218133
1.6823644680912,1.7046945975026813
1.6782330733736297,1.6958186642611526
1.6763672605808069,1.6940779314311827
1.669833403486433,1.677721854842889
1.6664223022391473,1.67209779705846
1.6567658944237806,1.661132728171961
1.6390774431478223,1.6664104639343407
1.623052083744953,1.6276360075133323
1.605072695724532,1.611812367090422
1.592804958312173,1.6073813435880842
1.5831751454775622,1.6074829410170126
1.5766890593860505,1.6260611653599952
1.5671044424858234,1.5928734657369517
1.5591208950352233,1.5889219740711504
1.556718588786594,1.580006330867827
1.5498499819505067,1.572838469257837
1.546344874501513,1.5773778861723637
1.5381331351921843,1.5689146748472216
1.5321269966302613,1.5635782849587143
1.5268932256769874,1.5857936022964263
1.5201891899954205,1.5555858437426289
1.5121032775324965,1.5568312513349185
1.5079758855999683,1.5579744477897581
1.501826985915402,1.546350254548287
1.494678783851774,1.5445889030563178
1.4875810570496097,1.5449824145609805
1.4787276498570494,1.5944577528118713
1.4717580259377192,1.5368504412637938
1.4647810426850807,1.6370093224826905
1.4536387357619818,1.53452708160734
1.443631537679948,1.5341602653480595
1.4341435064923531,1.5315498549133697
1.4202735466417276,1.5186595825131988
1.4049760567826166,1.5256661932828945
1.393293641392256,1.5264828361911364
1.376611235601984,1.5284341201371188
1.3522417346247961,1.5513545069124834
1.3347778433550122,1.5370591205535042
1.311186222867878,1.6063244110443804
1.2868253627625887,1.5274193569696703
1.2531232555169458,1.5597231143434218
1.231030234452104,1.5310191651488165
1.1912216748426256,1.5613773188585904
